Datum;Sonnenaufgang;Sonnenuntergang;Mittag;Sonnenlicht (Std.);DST;Ort
01.12.2018;07:40:37;16:24:07;12:02:22;08:43:30;Winterzeit;München
02.12.2018;07:41:51;16:23:39;12:02:45;08:41:48;Winterzeit;München
03.12.2018;07:43:03;16:23:14;12:03:08;08:40:11;Winterzeit;München
04.12.2018;07:44:14;16:22:51;12:03:32;08:38:37;Winterzeit;München
05.12.2018;07:45:23;16:22:31;12:03:57;08:37:08;Winterzeit;München
06.12.2018;07:46:30;16:22:14;12:04:22;08:35:44;Winterzeit;München
07.12.2018;07:47:35;16:22:00;12:04:48;08:34:25;Winterzeit;München
08.12.2018;07:48:38;16:21:50;12:05:14;08:33:12;Winterzeit;München
09.12.2018;07:49:39;16:21:41;12:05:40;08:32:02;Winterzeit;München
10.12.2018;07:50:38;16:21:36;12:06:07;08:30:58;Winterzeit;München
11.12.2018;07:51:35;16:21:34;12:06:35;08:29:59;Winterzeit;München
12.12.2018;07:52:30;16:21:35;12:07:03;08:29:05;Winterzeit;München
13.12.2018;07:53:23;16:21:39;12:07:31;08:28:16;Winterzeit;München
14.12.2018;07:54:13;16:21:46;12:07:59;08:27:33;Winterzeit;München
15.12.2018;07:55:01;16:21:55;12:08:28;08:26:54;Winterzeit;München
16.12.2018;07:55:46;16:22:08;12:08:57;08:26:22;Winterzeit;München
17.12.2018;07:56:29;16:22:24;12:09:26;08:25:55;Winterzeit;München
18.12.2018;07:57:09;16:22:42;12:09:56;08:25:33;Winterzeit;München
19.12.2018;07:57:47;16:23:04;12:10:25;08:25:17;Winterzeit;München
20.12.2018;07:58:22;16:23:28;12:10:55;08:25:06;Winterzeit;München
21.12.2018;07:58:54;16:23:55;12:11:25;08:25:01;Winterzeit;München
22.12.2018;07:59:24;16:24:25;12:11:55;08:25:01;Winterzeit;München
23.12.2018;07:59:51;16:24:58;12:12:24;08:25:07;Winterzeit;München
24.12.2018;08:00:15;16:25:33;12:12:54;08:25:18;Winterzeit;München
25.12.2018;08:00:37;16:26:11;12:13:24;08:25:34;Winterzeit;München
26.12.2018;08:00:55;16:26:52;12:13:54;08:25:57;Winterzeit;München
27.12.2018;08:01:11;16:27:36;12:14:23;08:26:25;Winterzeit;München
28.12.2018;08:01:24;16:28:22;12:14:53;08:26:58;Winterzeit;München
29.12.2018;08:01:34;16:29:10;12:15:22;08:27:36;Winterzeit;München
30.12.2018;08:01:41;16:30:01;12:15:51;08:28:20;Winterzeit;München
31.12.2018;08:01:45;16:30:55;12:16:20;08:29:10;Winterzeit;München
